date,pm2d5,pm10,no2,so2,co,o3,voc,tmp,hmd,airp,wdsp,wdir,lat,lon,state
2022/9/20 0:14,41.083,100.1875,56.0425949,8.32418742,1.139305095,124.1014969,0,29.7,55.8,100103.7,0.086666667,5,23.06037,113.17188,0
2022/9/20 0:15,41.938,100.7291667,57.32793818,8.269163408,1.105746606,122.8129451,0,29.7,55.8,100103.6333,0.09,5,23.06037,113.17188,0
2022/9/20 0:16,42.28,100.9791667,55.69250735,8.325998585,1.112688586,125.7982889,0,29.7,55.88333333,100102.3,0.053333333,6.833333333,23.06037,113.17188,0
2022/9/20 0:17,42.546,101.3958333,55.90625858,8.304851994,1.099311247,126.6063238,0,29.7,55.9,100101.5667,0.098333333,4.5,23.06037,113.17188,0
2022/9/20 0:18,42.299,101.6458333,55.86518208,8.308046906,1.126158038,126.9238268,0,29.7,55.9,100101.5333,0.09,7.5,23.06037,113.17188,0
2022/9/20 0:19,43.4865,103.1041667,54.80062407,8.248732214,1.106022945,129.4484183,0,29.7,55.9,100099.4333,0.133333333,5.666666667,23.06037,113.17188,0
2022/9/20 0:20,43.895,103.5625,55.25417373,8.315918116,1.106022945,128.9540797,0,29.7,55.9,100098.3667,0.115,4.666666667,23.06037,113.17188,0
2022/9/20 0:21,41.843,101.1041667,55.78102286,8.320468237,1.112826793,124.3662583,0,29.7,55.93333333,100098.1333,0.063333333,3.5,23.06037,113.17188,0
2022/9/20 0:22,40.5035,99.89583333,53.78374164,8.283638354,1.11679263,121.9240642,0,29.6,56,100098.0333,0.075,2.333333333,23.06037,113.17188,0
2022/9/20 0:23,41.41142857,100.0535714,54.26848929,8.222244281,1.113922461,120.7695967,0,29.6,56,100097.2571,0.074285714,1,23.06037,113.17188,0
2022/9/20 0:24,41.0792,100.1,53.82857138,8.255861608,1.104959171,120.7598978,0,29.6,56.08,100098.32,0.056,1.6,23.06037,113.17188,0
2022/9/20 0:25,41.102,100.0178571,53.76945858,8.226654754,1.102718349,125.8084128,0,29.6,56.1,100098,0.097142857,2.857142857,23.06037,113.17188,0
2022/9/20 0:26,43.8665,103.4791667,53.38480459,8.243302098,1.103675072,125.7532591,0,29.6,56.1,100099.4667,0.093333333,2.666666667,23.06037,113.17188,0
2022/9/20 0:27,42.66,102.3958333,53.04269067,8.242925362,1.103675072,124.7855231,0,29.6,56.1,100100.2333,0.068333333,2.333333333,23.06037,113.17188,0
2022/9/20 0:28,42.5365,101.8541667,52.98917484,8.2718663,1.110372134,124.438817,0,29.6,56.1,100101.4,0.098333333,4.333333333,23.06037,113.17188,0
2022/9/20 0:29,41.5865,100.5625,53.67340269,8.244946717,1.110372134,122.3907273,0,29.6,56.1,100101.9333,0.073333333,4.166666667,23.06037,113.17188,0
2022/9/20 0:30,41.33,100.4375,53.31093338,8.184866469,1.090280948,119.9094598,0,29.6,56.1,100101.3667,0.081666667,2.333333333,23.06037,113.17188,0
2022/9/20 0:31,42.5935,101.2291667,52.59354509,8.198396585,1.103675072,122.4232365,0,29.6,56.1,100100.8,0.096666667,2.333333333,23.06037,113.17188,0
2022/9/20 0:32,41.9475,100.9375,52.82972978,8.208131526,1.096885821,122.765485,0,29.6,56.06666667,100099.9667,0.091666667,3.5,23.06037,113.17188,0
2022/9/20 0:33,42.0425,101.4375,51.83120299,8.243457903,1.103398506,122.2778222,0,29.6,56,100099.8333,0.051666667,4.333333333,23.06037,113.17188,0
2022/9/20 0:34,41.0545,100.375,52.28390431,8.155138352,1.103444601,118.9397802,0,29.6,56.01666667,100099.9667,0.075,2.5,23.06037,113.17188,0
2022/9/20 0:35,43.002,102.2291667,51.66904722,8.205832155,1.103628978,121.5106901,0,29.6,56.08333333,100099.6333,0.11,1.666666667,23.06037,113.17188,0
2022/9/20 0:36,42.736,101.5208333,51.12924404,8.307650359,1.138399431,123.8720426,0,29.56666667,56.1,100099.2,0.113333333,2.166666667,23.06037,113.17188,0
2022/9/20 0:37,43.952,102.7291667,50.75376013,8.230757594,1.098880491,129.3762928,0,29.55,56.1,100099.2333,0.116666667,2.333333333,23.06037,113.17188,0
2022/9/20 0:38,42.5935,101.75,51.7295168,8.143963527,1.083491697,122.5614451,0,29.6,56.06666667,100098.2667,0.083333333,4.666666667,23.06037,113.17188,0
2022/9/20 0:39,44.864,104.6458333,51.98715931,8.23320069,1.123489692,124.4862441,0,29.6,56,100097.8333,0.143333333,2.5,23.06037,113.17188,0
2022/9/20 0:40,43.7145,104.7708333,51.99996437,8.278712434,1.096701444,125.8877877,0,29.6,56,100097.8,0.075,3.333333333,23.06037,113.17188,0
2022/9/20 0:41,40.513,99.39583333,50.432546,8.252693304,1.130186754,119.338625,0,29.6,56,100097.7333,0.056666667,3.666666667,23.06037,113.17188,0
2022/9/20 0:42,41.6815,101.25,50.57044252,8.158252324,1.103398506,118.2154502,0,29.6,56,100097.1,0.05,4.666666667,23.06037,113.17188,0
2022/9/20 0:43,42.7835,102.0416667,50.66237353,8.210702247,1.123489692,113.4997382,0,29.6,56,100096.5333,0.018333333,2,23.06037,113.17188,0
2022/9/20 0:44,40.779,99.08333333,51.43327765,8.202487655,1.11679263,110.4685369,0,29.6,56,100095.0333,0.035,3.166666667,23.06037,113.17188,0
2022/9/20 0:45,40.7125,99.1875,50.3565754,8.20159109,1.144819927,110.2760843,0,29.56666667,56,100094.5,0.065,2.5,23.06037,113.17188,0
2022/9/20 0:46,41.0355,99.97916667,51.21127581,8.165048366,1.111349253,110.5098049,0,29.56666667,56,100093.6333,0.038333333,6.166666667,23.06037,113.17188,0
2022/9/20 0:47,40.855,99.625,50.51811792,8.087569409,1.100010529,109.4484134,0,29.51666667,56.05,100093.5,0.016666667,11.83333333,23.06037,113.17188,0
2022/9/20 0:48,37.2355,95.08333333,50.21315584,8.145247749,1.12083025,103.4656596,0,29.5,56.1,100092.5333,0.006666667,12,23.06037,113.17188,0
2022/9/20 0:49,39.6675,98.14583333,50.15055559,8.114750229,1.120876363,102.5406237,0,29.5,56.11666667,100091.8667,0,4,23.06037,113.17188,0
2022/9/20 0:50,37.226,95.875,49.94078588,8.037176475,1.107465398,99.28697912,0,29.5,56.1,100091.1667,0,1.666666667,23.06037,113.17188,0
2022/9/20 0:51,38.613,97.16666667,50.37415251,8.109002347,1.134195102,97.68211502,0,29.5,56.1,100090.2333,0,3.5,23.06037,113.17188,0
2022/9/20 0:52,37.264,94.41666667,49.81749464,8.08258402,1.107465398,96.83016172,0,29.5,56.1,100089.7667,0,1.666666667,23.06037,113.17188,0
2022/9/20 0:53,39.468,97.60416667,50.29462996,8.09011742,1.12083025,100.6685737,0,29.5,56.1,100089.1667,0,3.333333333,23.06037,113.17188,0
2022/9/20 0:54,43.534,104.1041667,49.10980647,8.113136698,1.12083025,99.94193832,0,29.5,56.1,100088.6333,0,14.16666667,23.06037,113.17188,0
2022/9/20 0:55,39.392,97.9375,49.69225183,8.076342157,1.134195102,93.76865245,0,29.5,56.1,100087.6667,0,13.66666667,23.06037,113.17188,0
2022/9/20 0:56,34.908,91.5,49.40796391,7.994630796,1.114147824,88.87662612,0,29.5,56.1,100087.5,0,13,23.06037,113.17188,0
2022/9/20 0:57,37.283,94.52083333,49.35227727,8.061907109,1.134195102,88.44368065,0,29.5,56.1,100087.4,0,11.33333333,23.06037,113.17188,0
2022/9/20 0:58,36.8175,94.66666667,50.14058921,8.005628011,1.127558789,87.56094814,0,29.5,56.11666667,100087.8667,0,9.666666667,23.06037,113.17188,0
2022/9/20 0:59,37.6725,95.04166667,48.64026071,8.096769643,1.120472769,94.60309507,0,29.51666667,56.2,100088.6667,0,9.833333333,23.06037,113.17188,0
2022/9/20 1:00,37.3875,95.70833333,50.16679445,8.142906062,1.144753647,92.3601505,0,29.58333333,56.2,100088.8,0,10,23.06037,113.17188,0
2022/9/20 1:01,36.637,93.79166667,50.64319475,8.14654096,1.130739999,93.32460713,0,29.6,56.2,100089.0333,0,10.5,23.06037,113.17188,0
2022/9/20 1:02,38.176,95.83333333,49.59795373,8.035750129,1.119899376,93.62976396,0,29.53333333,56.21666667,100087.8667,0,12.33333333,23.06037,113.17188,0
2022/9/20 1:03,39.3825,97.79166667,49.95145559,8.15810347,1.141431,96.7857517,0,29.5,56.3,100086.9,0,13.33333333,23.06037,113.17188,0
2022/9/20 1:04,38.1665,95.875,50.76055066,8.158074497,1.154795852,97.58678235,0,29.5,56.3,100086.4,0,14.16666667,23.06037,113.17188,0
2022/9/20 1:05,42.6125,101.5,49.61656568,8.083293432,1.134794725,95.42848906,0,29.5,56.31666667,100085.7,0,14,23.06037,113.17188,0
2022/9/20 1:06,39.9335,97.97916667,49.08258182,8.087360592,1.120161552,94.60899211,0,29.53333333,56.31666667,100084.8333,0,9.666666667,23.06037,113.17188,0
2022/9/20 1:07,36.1525,93.91666667,49.83630462,8.121008079,1.144410915,87.12188906,0,29.6,56.3,100084.9,0,5.166666667,23.06037,113.17188,0
2022/9/20 1:08,39.2495,98.5625,49.23568122,8.123846694,1.14507659,89.31819246,0,29.58333333,56.31666667,100084.4333,0,15,23.06037,113.17188,0
2022/9/20 1:09,37.169,95.3125,49.07538473,8.057724068,1.12521616,88.31151846,0,29.58333333,56.4,100084.4667,0,10.33333333,23.06037,113.17188,0
2022/9/20 1:10,40.3325,99.27083333,50.59936929,8.072995035,1.137990759,85.88881702,0,29.6,56.4,100083.2667,0,10.5,23.06037,113.17188,0
2022/9/20 1:11,41.5295,100.4583333,50.90905579,8.070470359,1.138175439,86.89535255,0,29.6,56.46666667,100083.2,0,8.666666667,23.06037,113.17188,0
2022/9/20 1:12,40.9405,99.60416667,51.27074382,8.146764378,1.138267778,84.7859859,0,29.6,56.5,100082.5333,0,13,23.06037,113.17188,0
2022/9/20 1:13,40.3325,98.70833333,52.10796883,8.066747835,1.138267778,84.44365487,0,29.6,56.5,100081.1333,0.023333333,1.833333333,23.06037,113.17188,0
2022/9/20 1:14,38.6795,96.54166667,52.34534668,8.176837085,1.17845015,84.44041528,0,29.6,56.5,100080.1333,0.041666667,2.166666667,23.06037,113.17188,0
2022/9/20 1:15,38.91971429,97.23214286,52.76325591,8.173228474,1.161229134,86.57279813,0,29.6,56.5,100080.2,0.04,2.571428571,23.06037,113.17188,0
2022/9/20 1:16,40.2565,98.375,52.74177373,8.175074716,1.138313967,85.80057029,0,29.6,56.51666667,100081.0333,0.053333333,2.666666667,23.06037,113.17188,0
2022/9/20 1:17,39.525,97.70833333,52.6891515,8.130080476,1.171984032,86.05469314,0,29.6,56.58333333,100081.3,0.035,3.166666667,23.06037,113.17188,0
2022/9/20 1:18,39.563,97.8125,52.77958422,8.130342698,1.158636097,86.9106003,0,29.6,56.6,100080.8667,0.05,3.5,23.06037,113.17188,0
2022/9/20 1:19,41.6815,100.4583333,52.18728738,8.255069562,1.185424345,88.27607394,0,29.6,56.6,100080.8667,0.076666667,3.333333333,23.06037,113.17188,0
2022/9/20 1:20,45.396,105,52.47331104,8.087421006,1.140976821,94.33839612,0,29.53333333,56.58333333,100081.4,0.1,3,23.06037,113.17188,0
2022/9/20 1:21,44.4555,104.0208333,51.63410157,8.158692908,1.174792167,98.46153962,0,29.51666667,56.5,100080.9333,0.07,3.333333333,23.06037,113.17188,0
2022/9/20 1:22,44.351,105.0625,52.23305956,8.17317282,1.158963853,96.6916139,0,29.58333333,56.5,100081.3,0.093333333,3.333333333,23.06037,113.17188,0
2022/9/20 1:23,45.6335,106.8541667,52.87887295,8.24598549,1.151661902,100.1623608,0,29.6,56.5,100082.0333,0.086666667,3,23.06037,113.17188,0
2022/9/20 1:24,44.0565,103.4375,50.60687135,8.23538752,1.165056026,100.0968728,0,29.6,56.5,100083,0.078333333,2,23.06037,113.17188,0
2022/9/20 1:25,44.0945,103.7083333,50.60530313,8.119802069,1.15277934,95.76019613,0,29.56666667,56.46666667,100082.9667,0.04,5.5,23.06037,113.17188,0
2022/9/20 1:26,43.534,102.7083333,49.35837039,8.124423351,1.167864256,93.48866252,0,29.51666667,56.41666667,100082.1667,0.045,2.666666667,23.06037,113.17188,0
2022/9/20 1:27,43.2015,102.9791667,49.83438955,8.134126574,1.141846416,92.65886912,0,29.5,56.45,100081.4667,0.066666667,2.833333333,23.06037,113.17188,0
2022/9/20 1:28,41.8145,102.625,49.79017412,8.115226135,1.16871463,92.43760917,0,29.5,56.5,100080.5667,0.031666667,10.16666667,23.06037,113.17188,0
2022/9/20 1:29,42.5175,101.3541667,50.75831429,8.123825562,1.162032204,87.42831144,0,29.5,56.5,100079,0,13.83333333,23.06037,113.17188,0
2022/9/20 1:30,39.8385,98.41666667,50.01682382,8.052890999,1.162032204,84.26673712,0,29.5,56.5,100077.6,0,14.33333333,23.06037,113.17188,0
2022/9/20 1:31,41.4915,100.6875,49.82596515,8.011075836,1.148898296,83.51451893,0,29.5,56.58333333,100076.3667,0,11.83333333,23.06037,113.17188,0
2022/9/20 1:32,39.525,97.04166667,49.76157391,7.980733348,1.142262058,81.54789912,0,29.5,56.6,100075.5667,0,2.5,23.06037,113.17188,0
2022/9/20 1:33,38.9265,97.16666667,49.77349186,8.027625817,1.162309337,78.15332128,0,29.5,56.6,100075.2,0,1.833333333,23.06037,113.17188,0
2022/9/20 1:34,39.3635,98.16666667,49.34012523,7.997771131,1.155626911,78.9690022,0,29.5,56.6,100074.9,0,2.166666667,23.06037,113.17188,0
2022/9/20 1:35,40.7372,98.95,48.96634837,8.013720299,1.158299881,83.70285837,0,29.5,56.6,100074.56,0,3.4,23.06037,113.17188,0
2022/9/20 1:36,42.166,100.9791667,49.45540165,8.066592889,1.155626911,85.5651948,0,29.5,56.6,100074.6,0,3.333333333,23.06037,113.17188,0
2022/9/20 1:37,43.895,102.7083333,50.76872145,8.065885123,1.195767675,88.19475563,0,29.5,56.61666667,100074.9667,0,2.666666667,23.06037,113.17188,0
2022/9/20 1:38,42.755,101.5208333,49.31998657,8.089896802,1.155765534,89.18274789,0,29.5,56.65,100074.8333,0.001666667,3.166666667,23.06037,113.17188,0
2022/9/20 1:39,41.7195,100.6458333,49.67752791,8.186104288,1.195998714,85.10736085,0,29.5,56.7,100075.3,0,2.833333333,23.06037,113.17188,0
2022/9/20 1:40,40.4275,98.95833333,49.8165548,7.997522003,1.156042837,83.69685864,0,29.5,56.75,100075.9667,0.026666667,2.666666667,23.06037,113.17188,0
2022/9/20 1:41,40.7828,99.375,49.22718011,8.026378943,1.158854488,86.75884764,0,29.5,56.8,100076.36,0.054,2.4,23.06037,113.17188,0
2022/9/20 1:42,42.3655,102.3125,49.84225683,8.014914583,1.142816665,87.54455813,0,29.5,56.8,100076.6667,0.065,2.333333333,23.06037,113.17188,0
2022/9/20 1:43,42.755,101.8,49.5420644,8.126142658,1.182911222,87.20617413,0,29.5,56.8,100076.16,0.032,2.4,23.06037,113.17188,0
2022/9/20 1:44,42.61657143,102.7142857,47.88403257,7.95305693,1.148544459,86.5117564,0,29.5,56.8,100076.0286,0.062857143,5.285714286,23.06037,113.17188,0
2022/9/20 1:45,45.7855,108.1041667,49.34947131,8.000543105,1.149221731,90.6916432,0,29.5,56.7,100075.8,0.118333333,2.333333333,23.06037,113.17188,0
2022/9/20 1:46,44.2465,104.0416667,48.07320732,8.022202152,1.142539305,94.46742423,0,29.5,56.7,100076.0667,0.083333333,2.333333333,23.06037,113.17188,0
2022/9/20 1:47,41.957,101.7083333,47.36942229,8.017662838,1.142539305,94.40242534,0,29.5,56.7,100075.4,0.086666667,3.833333333,23.06037,113.17188,0
2022/9/20 1:48,42.698,102.4791667,47.31719503,8.04462521,1.155811742,93.93935458,0,29.5,56.66666667,100076.0333,0.085,2.5,23.06037,113.17188,0
2022/9/20 1:49,43.8665,103.25,48.12909984,8.006831025,1.129035829,95.59032855,0,29.5,56.65,100075.5,0.135,2.166666667,23.06037,113.17188,0
2022/9/20 1:50,45.7475,108.6041667,47.11349373,8.078910998,1.155626911,98.40837128,0,29.5,56.6,100073.7667,0.111666667,2.5,23.06037,113.17188,0
2022/9/20 1:51,44.7785,104.7916667,47.081643,8.01592296,1.135579632,97.64928126,0,29.5,56.6,100073.1667,0.113333333,2.833333333,23.06037,113.17188,0
2022/9/20 1:52,44.9495,105.7708333,47.03592274,8.027289396,1.142262058,97.73972763,0,29.5,56.6,100072.7667,0.055,6.5,23.06037,113.17188,0
2022/9/20 1:53,41.235,100.0208333,46.16117465,7.99318624,1.128897206,93.53887487,0,29.5,56.6,100071.3333,0.048333333,4,23.06037,113.17188,0
2022/9/20 1:54,42.9545,102.6875,45.58068086,7.99387471,1.142262058,95.09166164,0,29.5,56.6,100069.6,0.101666667,3,23.06037,113.17188,0
2022/9/20 1:55,43.781,104.1875,45.83116648,8.026689328,1.135579632,97.59394227,0,29.5,56.6,100069.1,0.058333333,3.833333333,23.06037,113.17188,0
2022/9/20 1:56,41.8145,100.7083333,46.22965442,7.95723701,1.13077481,94.14669791,0,29.45,56.6,100069.2,0.07,2.333333333,23.06037,113.17188,0
2022/9/20 1:57,44.218,103.375,45.41637211,8.013884421,1.144726502,95.05919396,0,29.43333333,56.6,100069.0667,0.081666667,2.166666667,23.06037,113.17188,0
2022/9/20 1:58,42.945,101.8125,45.29834452,7.971712885,1.148944485,94.31058099,0,29.5,56.6,100069.0667,0.061666667,4.333333333,23.06037,113.17188,0
2022/9/20 1:59,41.957,100.9375,45.71784163,8.044591727,1.142262058,92.15310047,0,29.5,56.6,100069,0.045,6,23.06037,113.17188,0
2022/9/20 2:00,42.5365,101.4583333,45.11173031,7.944113306,1.142878169,93.06611875,0,29.48333333,56.6,100067.6333,0.071666667,5.333333333,23.06037,113.17188,0
2022/9/20 2:01,42.223,101.2916667,44.58765891,7.981926141,1.142878169,93.16089517,0,29.48333333,56.6,100067.6,0.023333333,8.333333333,23.06037,113.17188,0
2022/9/20 2:02,40.513,99.10416667,44.48258719,7.889832981,1.138044076,86.60055145,0,29.43333333,56.6,100065.7667,0.021666667,6.666666667,23.06037,113.17188,0
2022/9/20 2:03,39.24,97.83333333,44.5476239,7.931398897,1.14349428,84.61534318,0,29.46666667,56.6,100064.6667,0.058333333,2.166666667,23.06037,113.17188,0
2022/9/20 2:04,40.1425,98.5625,44.0729995,7.920245392,1.145958724,83.15968736,0,29.4,56.6,100063.0667,0.048333333,6,23.06037,113.17188,0
2022/9/20 2:05,39.4395,97.35416667,44.57889411,7.890340609,1.146004932,83.2004564,0,29.4,56.61666667,100062.8333,0.036666667,4.333333333,23.06037,113.17188,0
2022/9/20 2:06,41.235,99.875,44.21390902,7.890408755,1.131992396,86.3931625,0,29.41666667,56.6,100061.0667,0.075,8.5,23.06037,113.17188,0
2022/9/20 2:07,40.836,99.54166667,44.3122851,7.915286734,1.146189763,89.09400602,0,29.4,56.68333333,100060.2,0.045,3.666666667,23.06037,113.17188,0
2022/9/20 2:08,44.1705,104.5208333,42.9684368,7.954801512,1.146097347,93.38470846,0,29.4,56.65,100059.7667,0.056666667,4,23.06037,113.17188,0
2022/9/20 2:09,42.10357143,102.5,44.24285379,7.927382531,1.151872006,86.53233137,0,29.4,56.67142857,100058.8571,0.051428571,4.714285714,23.06037,113.17188,0
2022/9/20 2:10,44.2655,103.5416667,43.89930369,7.923412178,1.146282197,90.31799481,0,29.4,56.71666667,100058.6333,0.075,2.166666667,23.06037,113.17188,0
2022/9/20 2:11,43.8095,103.7291667,44.53537928,7.999575779,1.139799313,92.84365125,0,29.4,56.78333333,100058.9,0.083333333,5.666666667,23.06037,113.17188,0
2022/9/20 2:12,44.6645,104.2708333,43.74721856,7.957861029,1.159802684,95.15074304,0,29.4,56.78333333,100058.8333,0.093333333,2.333333333,23.06037,113.17188,0
2022/9/20 2:13,45.396,106.125,43.59200951,7.951919595,1.146282197,95.77352357,0,29.4,56.71666667,100059.4333,0.088333333,4.833333333,23.06037,113.17188,0
2022/9/20 2:14,44.56,104.2708333,44.3530907,8.069904708,1.166378021,93.3932763,0,29.4,56.75,100059.9,0.09,4.5,23.06037,113.17188,0
2022/9/20 2:15,44.731,104.7291667,43.37674579,8.000860428,1.14651333,93.98026119,0,29.4,56.8,100060.8333,0.096666667,3.333333333,23.06037,113.17188,0
2022/9/20 2:16,43.3535,102.3333333,43.96927244,8.018471287,1.166516701,96.02150886,0,29.4,56.8,100061.1,0.086666667,3,23.06037,113.17188,0
2022/9/20 2:17,44.142,103.5,44.31676062,7.962631355,1.153227366,93.75200119,0,29.4,56.81666667,100061.3667,0.091666667,4.5,23.06037,113.17188,0
2022/9/20 2:18,44.256,103.4791667,44.68584165,7.963353689,1.126509959,92.42481201,0,29.4,56.8,100061.0667,0.086666667,5.666666667,23.06037,113.17188,0
2022/9/20 2:19,44.4175,104.5208333,44.23628539,8.044237312,1.178047857,90.35905995,0,29.45,56.8,100060.5333,0.073333333,4.5,23.06037,113.17188,0
2022/9/20 2:20,44.978,104.9583333,43.05571756,7.924000776,1.153181121,89.59429437,0,29.4,56.8,100060.5333,0.046666667,3.166666667,23.06037,113.17188,0
2022/9/20 2:21,45.5955,105.7708333,43.54761495,8.033587516,1.173184492,92.46566779,0,29.4,56.8,100060.2333,0.103333333,5.333333333,23.06037,113.17188,0
2022/9/20 2:22,45.263,105.6875,45.00686988,7.994172835,1.173184492,91.49600505,0,29.4,56.8,100060.1,0.07,2.666666667,23.06037,113.17188,0
2022/9/20 2:23,44.408,104.125,44.92031812,7.960688103,1.153227366,90.64617152,0,29.4,56.81666667,100060.6,0.063333333,4.833333333,23.06037,113.17188,0
2022/9/20 2:24,46.232,108.1458333,45.50397783,7.967057134,1.180037264,89.81165249,0,29.4,56.86666667,100061.2667,0.073333333,5,23.06037,113.17188,0
2022/9/20 2:25,44.3605,104.6875,46.65640743,8.062252574,1.173461965,87.63445875,0,29.4,56.9,100061.8667,0.085,2.833333333,23.06037,113.17188,0
2022/9/20 2:26,47.6665,111.375,47.28122418,7.982507977,1.166886704,90.38127177,0,29.4,56.93333333,100062.5,0.123333333,3,23.06037,113.17188,0
2022/9/20 2:27,47.7235,111,46.25736079,8.042460441,1.186890075,90.96623914,0,29.4,56.93333333,100063.3,0.111666667,2.333333333,23.06037,113.17188,0
2022/9/20 2:28,45.4815,106.7916667,47.09771924,8.066460726,1.200410714,88.25593485,0,29.4,57,100065,0.043333333,4.833333333,23.06037,113.17188,0
2022/9/20 2:29,44.9305,105.6458333,47.33747671,7.973996237,1.193742924,83.67817061,0,29.4,57,100066.3,0.093333333,2.833333333,23.06037,113.17188,0
2022/9/20 2:30,46.5075,107.2916667,48.52253002,8.020516255,1.173739553,86.78907864,0,29.4,57,100067,0.076666667,2.666666667,23.06037,113.17188,0
2022/9/20 2:31,45.282,104.8958333,47.71592588,8.005721056,1.166470287,85.77926133,0,29.41666667,57,100068.3667,0.123333333,3.166666667,23.06037,113.17188,0
2022/9/20 2:32,47.714,110.2678571,48.36561054,8.06615196,1.181439227,90.01400461,0,29.4,57.02857143,100068.3714,0.161428571,3,23.06037,113.17188,0
2022/9/20 2:33,48.3885,110.8333333,48.20723918,8.016619349,1.18730655,90.54256397,0,29.4,57.08333333,100069,0.128333333,2.666666667,23.06037,113.17188,0
2022/9/20 2:34,48.094,111.2916667,49.03817171,8.066378382,1.18730655,89.73114037,0,29.4,57.08333333,100069.2667,0.081666667,3.333333333,23.06037,113.17188,0
2022/9/20 2:35,46.4885,108.6875,48.32608103,7.987015155,1.160681673,85.6340032,0,29.4,57.1,100068.4667,0.061666667,7.5,23.06037,113.17188,0
2022/9/20 2:36,42.4035,101.7708333,48.79122004,7.992829044,1.187445439,81.60348849,0,29.4,57.13333333,100068.3667,0.025,6.333333333,23.06037,113.17188,0
2022/9/20 2:37,43.021,102.3125,46.55219988,7.923176551,1.180962858,83.60032194,0,29.4,57.2,100068,0.041666667,5.833333333,23.06037,113.17188,0
2022/9/20 2:38,45.0635,105.8125,47.61450466,7.948300658,1.167766241,83.87942218,0,29.4,57.25,100068.0333,0.121666667,5.166666667,23.06037,113.17188,0
2022/9/20 2:39,44.8925,104.3541667,47.21761207,7.926933959,1.14776287,89.79845026,0,29.4,57.25,100068.1333,0.125,3,23.06037,113.17188,0
2022/9/20 2:40,45.89,108.75,49.13534434,7.954873095,1.15507948,92.43221996,0,29.4,57.48333333,100069.2,0.108333333,5.666666667,23.06037,113.17188,0
2022/9/20 2:41,47.5145,109.2916667,51.67343015,8.012729875,1.156239726,89.64082028,0,29.4,57.9,100069.6,0.101666667,4.833333333,23.06037,113.17188,0
2022/9/20 2:42,47.0775,109.0416667,52.34205578,7.951912699,1.178096204,85.6213418,0,29.38333333,58.35,100069.9,0.065,5.666666667,23.06037,113.17188,0
2022/9/20 2:43,43.857,103.9166667,49.49820585,7.970249362,1.194282561,84.6244556,0,29.3,58.3,100070.1,0.083333333,3.5,23.06037,113.17188,0
2022/9/20 2:44,39.8955,98.45833333,41.29605357,7.813738487,1.152737526,88.87831676,0,29.3,57.71666667,100071.4,0.038333333,9.166666667,23.06037,113.17188,0
2022/9/20 2:45,37.8245,95.64583333,32.1977223,7.650313311,1.138440581,93.20190462,0,29.26666667,56.91666667,100070.0667,0.086666667,4.666666667,23.06037,113.17188,0
2022/9/20 2:46,35.136,92.4375,25.57608888,7.532580879,1.078329678,100.5542194,0,29.2,55.9,100071,0.028333333,14.83333333,23.06037,113.17188,0
